# Gnuplot File : positions of 1 particle(s) Monitored
# 1st Column : time, others : particle(s) number 0 
0.52	-3.5 -4.85182 -3.5 0 0 0 1	
0.53	-3.5 -4.90381 -3.5 0 0 0 1	
0.54	-3.5 -4.95678 -3.5 0 0 0 1	
0.55	-3.5 -5.01074 -3.5 0 0 0 1	
0.56	-3.5 -5.06568 -3.5 0 0 0 1	
0.57	-3.5 -5.12159 -3.5 0 0 0 1	
0.58	-3.5 -5.17849 -3.5 0 0 0 1	
0.59	-3.5 -5.23637 -3.5 0 0 0 1	
0.6	-3.5 -5.29523 -3.5 0 0 0 1	
0.61	-3.5 -5.35507 -3.5 0 0 0 1	
0.62	-3.5 -5.41589 -3.5 0 0 0 1	
0.63	-3.5 -5.4777 -3.5 0 0 0 1	
0.64	-3.5 -5.54048 -3.5 0 0 0 1	
0.65	-3.5 -5.60424 -3.5 0 0 0 1	
0.66	-3.5 -5.66899 -3.5 0 0 0 1	
0.67	-3.5 -5.73472 -3.5 0 0 0 1	
0.68	-3.5 -5.80143 -3.5 0 0 0 1	
0.69	-3.5 -5.86911 -3.5 0 0 0 1	
0.7	-3.5 -5.93778 -3.5 0 0 0 1	
0.71	-3.5 -6.00744 -3.5 0 0 0 1	
0.72	-3.5 -6.07807 -3.5 0 0 0 1	
0.73	-3.5 -6.14968 -3.5 0 0 0 1	
0.74	-3.5 -6.22227 -3.5 0 0 0 1	
0.75	-3.5 -6.29585 -3.5 0 0 0 1	
0.76	-3.5 -6.37041 -3.5 0 0 0 1	
0.77	-3.5 -6.44594 -3.5 0 0 0 1	
0.78	-3.5 -6.52246 -3.5 0 0 0 1	
0.79	-3.5 -6.59996 -3.5 0 0 0 1	
0.8	-3.5 -6.67844 -3.5 0 0 0 1	
0.81	-3.5 -6.7579 -3.5 0 0 0 1	
0.82	-3.5 -6.83834 -3.5 0 0 0 1	
0.83	-3.5 -6.91977 -3.5 0 0 0 1	
0.84	-3.5 -7.00217 -3.5 0 0 0 1	
0.85	-3.5 -7.08555 -3.5 0 0 0 1	
0.86	-3.5 -7.16992 -3.5 0 0 0 1	
0.87	-3.5 -7.25527 -3.5 0 0 0 1	
0.88	-3.5 -7.3416 -3.5 0 0 0 1	
0.89	-3.5 -7.4289 -3.5 0 0 0 1	
0.9	-3.5 -7.51719 -3.5 0 0 0 1	
0.91	-3.5 -7.60647 -3.5 0 0 0 1	
0.92	-3.5 -7.69672 -3.5 0 0 0 1	
0.93	-3.5 -7.78795 -3.5 0 0 0 1	
0.94	-3.5 -7.88016 -3.5 0 0 0 1	
0.95	-3.5 -7.97336 -3.5 0 0 0 1	
